city,enroll,name,rate,state
Lima,874,Ohio State University Lima Campus,33.2%,OH
Cincinnati,776,Cincinnati Christian University,33.3%,OH
Independence,12,Miami Jacobs Career College,33.3%,OH
Raleigh,1261,Saint Augustines College,33.3%,NC
Brooklyn,6982,Long Island University Brooklyn Campus,33.2%,NY
Dobbs Ferry,8772,Mercy College,33.5%,NY
Ada,3350,East Central University,34.6%,OK
North Platte,2101,Mid Plains Community College,33.8%,NE
Harlem,143,Fort Belknap College,33.3%,MT
Getzville,317,Bryant and Stratton College Amherst,34%,NY
Lancaster,57,Daymar College Lancaster,34.7%,OH
Sandusky,54,Ohio Business College Sandusky,34.9%,OH
Brooklyn,534,Mesivta Torah Vodaath Rabbinical Seminary,34%,NY
New York,660,Metropolitan College of New York,34.6%,NY
Clovis,2162,Clovis Community College,34.1%,NM
Glendive,458,Dawson Community College,34.2%,MT
Trenton,1641,North Central Missouri College,34.6%,MO
Springfield,280,Baptist Bible College and Graduate School,34.9%,MO
Boston,1367,Fisher College,34.5%,MA
Grand Rapids,983,Itasca Community College,34.1%,MN
Princess Anne,2384,University of Maryland Eastern Shore,34.9%,MD
New Orleans,7953,University of New Orleans,34.3%,LA
Detroit,24919,Wayne State University,34.5%,MI
Lake Charles,3068,Sowela Technical Community College,34.9%,LA
Calais,405,Washington County Community College,34.2%,ME
Topeka,5657,Washburn University,34.4%,KS
Forest City,2520,Waldorf College,35%,IA
Arkadelphia,2919,Henderson State University,35%,AR
Beebe,2776,Arkansas State University Beebe,35.5%,AR
Sells,766,Tohono O'Odham Community College,34.5%,AZ
Fort Collins,113,College America Fort Collins,34.6%,CO
Barrow,268,Ilisagvik College,34%,AK
Clarksville,202,Miller Motte Technical College Clarksville,34.8%,TN
Largo,25,Schiller International University,34.9%,FL
Monroe,205,McCann School of Business & Technology Monroe,34.7%,LA
Livermore,7125,Las Positas College,34.6%,CA
Oklahoma City,2237,Mid America Christian University,34.5%,OK
Pewaukee,7357,Waukesha County Technical College,34.2%,WI
Vienna,273,Ohio Valley University,34.6%,WV
West Jordan,240,Broadview University West Jordan,34.5%,UT
Johnson,1746,Johnson State College,34.9%,VT
Ogden,29774,Weber State University,34.5%,UT
Moses Lake,1778,Big Bend Community College,34.3%,WA
Gaffney,1840,Limestone University,34.2%,SC
Clarkston,2577,Georgia Piedmont Technical College,35.3%,GA
Spearfish,3539,Black Hills State University,34.6%,SD
Aberdeen,1469,Grays Harbor College,35.6%,WA
Centralia,2153,Centralia College,35.3%,WA
Rockford,408,Rockford Career College,33.3%,IL
Saint George,12266,Dixie State College of Utah,35%,UT
Parkersburg,2346,West Virginia University at Parkersburg,35.4%,WV
Alberta,2961,Southside Virginia Community College,35.1%,VA
Prairie View,9400,Prairie View A & M University,35.7%,TX
Richlands,2135,Southwest Virginia Community College,35.7%,VA
Abilene,1145,McMurry University,35.7%,TX
Mars Hill,1073,Mars Hill University,35.2%,NC
Rapid City,1292,Western Dakota Technical Institute,35.2%,SD
Warren,117,Trumbull Business College,35.1%,OH
Calmar,4013,Northeast Iowa Community College Calmar,36.1%,IA
Dixon,1378,Sauk Valley Community College,36.9%,IL
Salina,812,Kansas Wesleyan University,36.6%,KS
Boulder,964,Naropa University,36.4%,CO
Enfield,1220,Asnuntuck Community College,36.6%,CT
Mattoon,3644,Lake Land College,36.8%,IL
Leesburg,4342,Lake Sumter State College,36.8%,FL
Fremont,8267,Ohlone Community College,36.6%,CA
Waleska,1215,Reinhardt University,36.3%,GA
La Junta,1151,Otero Junior College,36.9%,CO
Springboro,33,Miami Jacobs Career College Springboro,35%,OH
Greenville,355,Virginia College Greenville,35.2%,SC
Moorpark,12709,Moorpark College,37%,CA
St. Petersburg,4727,University of South Florida St. Petersburg Campus,35.5%,FL
Orange Beach,16412,Columbia Southern University,35.5%,AL
El Cajon,462,San Diego Christian College,36.4%,CA
La Jolla,17135,National University,36.8%,CA
Colorado Springs,143,College America Colorado Springs,35.5%,CO
Denton,16338,Texas Woman's University,42.6%,TX
Keene,852,Southwestern Adventist University,42.4%,TX
Tyler,9687,The University of Texas at Tyler,42.8%,TX
Nacogdoches,12000,Stephen F Austin State University,42.5%,TX
Lubbock,1661,Lubbock Christian University,43%,TX
Laredo,8455,Texas A & M International University,42.4%,TX
Arlington,216,Arlington Baptist College,42.4%,TX
Monaca,622,Penn State Beaver,42.7%,PA
Portland,22858,Portland State University,42%,OR
La Plume,1244,Keystone College,42.3%,PA
Niles,129,ETI Technical College,42%,OH
Toledo,16979,University of Toledo,42.2%,OH
New York,1770,Marymount Manhattan College,43%,NY
Wilson,1213,Barton College,42.1%,NC
Bartlesville,902,Oklahoma Wesleyan University,42.1%,OK
Ellendale,279,Trinity Bible College,42.3%,ND
Orangeburg,1527,Dominican College of Blauvelt,42.6%,NY
Elk River,135,Minnesota School of Business Elk River,43.5%,MN
Billings,1058,Rocky Mountain College,42.7%,MT
Montevallo,2625,University of Montevallo,44.5%,AL
Russellville,9640,Arkansas Tech University,44.1%,AR
Kansas City,5445,Grantham University,43.8%,KS
Kenner,391,Herzing University Kenner,43.8%,LA
Brooklyn,473,Talmudical Seminary of Bobov,43.9%,NY
Bethany,559,Bethany College,43.6%,WV
Nashville,57,American Baptist College,43.9%,TN
Johnson City,13303,East Tennessee State University,43.2%,TN
Lynchburg,141,Miller Motte Technical College Lynchburg,43.3%,VA
Spartanburg,1042,Spartanburg Methodist College,43.6%,SC
Wise,1814,The University of Virginia's College at Wise,43.6%,VA
Bluefield,948,Bluefield College,43.6%,VA
Conway,10473,Coastal Carolina University,43.9%,SC
Schuylkill Haven,609,Penn State Schuylkill,43.9%,PA
Scranton,38,Yeshivath Beth Moshe,43.8%,PA
Cresson,2706,Mount Aloysius College,43.8%,PA
Providence,6331,Rhode Island College,43.3%,RI
Chicago,1934,Robert Morris University Illinois,43.5%,IL
Americus,1611,South Georgia Technical College,43.4%,GA
East Point,1666,Point University,43.6%,GA
Memphis,255,Vatterott Career College Memphis Appling Farms,42.5%,TN
Kissimmee,149,Johnson University Florida,43.9%,FL
Redding,39,Shasta Bible College and Graduate School,43.5%,CA
Montgomery,844,Huntingdon College,43.3%,AL
Los Angeles,27513,California State University Los Angeles,43.3%,CA
Indianapolis,308,Fortis College Indianapolis,42.6%,IN
Cordova,272,L'Ecole Culinaire,42.2%,TN
Milwaukee,23829,University of Wisconsin Milwaukee,42.1%,WI
Blaine,181,Minnesota School of Business Blaine,42.3%,MN
Cypress,6861,Trident University International,42%,CA
Layton,97,Broadview University Layton,42.5%,UT
Memphis,689,Vatterott Career College Memphis Dividend Drive,42.8%,TN
Winter Park,732,Herzing University Winter Park,42.2%,FL
Boca Raton,2649,Everglades University,42.9%,FL
Milwaukee,1365,Cardinal Stritch University,42.2%,WI
Chickasha,849,University of Science and Arts of Oklahoma,43.6%,OK
Tiffin,1197,Heidelberg University,43.4%,OH
Durham,7953,North Carolina Central University,43.9%,NC
Utica,4242,Utica College,43%,NY
Fayetteville,1916,Methodist University,35.2%,NC
Buffalo,1814,Medaille College,43.5%,NY
Buffalo,2619,D'Youville College,43.8%,NY
Incline Village,631,Sierra Nevada University,43.6%,NV
Saint Cloud,10774,Saint Cloud State University,43.5%,MN
Adrian,1966,Siena Heights University,43.8%,MI
Sault Ste Marie,1812,Lake Superior State University,43.1%,MI
Boston,476,Benjamin Franklin Institute of Technology,43.6%,MA
Waterville,1394,Thomas College,43.8%,ME
Bowling Green,16750,Western Kentucky University,43%,KY
Wichita,15394,Wichita State University,43.7%,KS
Dubuque,2001,University of Dubuque,44.6%,IA
Merrillville,178,Brown Mackie College Merrillville,44.3%,IN
Hays,14102,Fort Hays State University,43.1%,KS
Indianapolis,27690,Indiana University Purdue University Indianapolis,43.6%,IN
Fort Kent,1517,University of Maine at Fort Kent,44.5%,ME
Hillsboro,688,Tabor College,44.8%,KS
Rockford,1231,Rockford University,43.3%,IL
Chicago,231,Taylor Business Institute,44.2%,IL
Carbondale,11266,Southern Illinois University Carbondale,44.7%,IL
Orlando,43599,Valencia College,44.2%,FL
Fort Lauderdale,20898,Nova Southeastern University,44.8%,FL
Cocoa,12677,Eastern Florida State College,44.7%,FL
Washington,1862,Trinity Washington University,44.3%,DC
New London,526,Mitchell College,44%,CT
Lakewood,8472,Colorado Christian University,44.8%,CO
Burbank,1036,Woodbury University,44%,CA
Angwin,829,Pacific Union College,44.9%,CA
Arcata,5908,Humboldt State University,44.8%,CA
Oakland,1015,Holy Names University,44.8%,CA
Conway,10105,University of Central Arkansas,44.8%,AR
Sacramento,32498,California State University Sacramento,44.9%,CA
Cincinnati,348,Gods Bible School and College,44.6%,OH
Valley City,1686,Valley City State University,44.4%,ND
Bismarck,3549,Bismarck State College,44.1%,ND
Charlotte,1166,Johnson C Smith University,44.4%,NC
Greensboro,207,Bennett College for Women,44.7%,NC
Paul Smiths,745,Paul Smiths College of Arts and Science,44%,NY
Nyack,1863,Nyack College,44.5%,NY
Brookville,15191,Long Island University C W Post Campus,44.5%,NY
New York,15031,CUNY City College,44.2%,NY
Bronxville,1129,Concordia College New York,44.4%,NY
New York,423,Boricua College,44.7%,NY
Las Cruces,13904,New Mexico State University Main Campus,44%,NM
Manchester,664,University of New Hampshire at Manchester,44.5%,NH
Rindge,1777,Franklin Pierce University,44.2%,NH
Minneapolis,1382,Dunwoody College of Technology,44.8%,MN
Rochester Hills,17170,Oakland University,44.8%,MI
Franklin,1206,Dean College,44.1%,MA
Poultney,701,Green Mountain College,44.5%,VT
Snyder,1430,Western Texas College,44.9%,TX
Arlington,45949,The University of Texas at Arlington,44.2%,TX
Jackson,193,Antonelli College Jackson,44.8%,MS
Athens,1086,Tennessee Wesleyan College,44.7%,TN
Murfreesboro,21568,Middle Tennessee State University,45%,TN
Stephenville,13995,Tarleton State University,44.3%,TX
Aberdeen,3340,Northern State University,44.2%,SD
Mitchell,926,Dakota Wesleyan University,44.3%,SD
Wichita Falls,5797,Midwestern State University,44.6%,TX
Memphis,21622,University of Memphis,44.6%,TN
Pittsburgh,1235,La Roche College,44.6%,PA
Mansfield,954,Ohio State University Mansfield Campus,44.4%,OH
Philadelphia,117,Talmudical Yeshiva of Philadelphia,44.4%,PA
Columbus,1335,Ohio Dominican University,44.1%,OH
Dunmore,992,Penn State Worthington Scranton,44.6%,PA
Marion,1047,Ohio State University Marion Campus,44%,OH
Baltimore,449,Ner Israel Rabbinical College,43.8%,MD
Edinboro,4043,Edinboro University of Pennsylvania,44.2%,PA
Kettering,811,Kettering College,44.2%,OH
North Mankato,2511,South Central College,24.6%,MN
Pine City,1766,Pine Technical College,24.8%,MN
Poplarville,4986,Pearl River Community College,24%,MS
Columbia,621,Allen University,24.3%,SC
Frederick,5389,Frederick Community College,24.8%,MD
Visalia,11928,College of the Sequoias,25.5%,CA
Mount Pleasant,2823,Northeast Texas Community College,18.2%,TX
Hillsboro,3826,Hill College,18.6%,TX
Blountville,5205,Northeast State Community College,18.7%,TN
Alvin,4965,Alvin Community College,18.2%,TX
Ranger,2249,Ranger College,18.6%,TX
Melfa,637,Eastern Shore Community College,18.5%,VA
Harriman,4775,Roane State Community College,18.6%,TN
Lawrenceville,8004,Gwinnett Technical College,19.4%,GA
Westminster,18537,Front Range Community College,19.7%,CO
Littleton,11897,Arapahoe Community College,19.1%,CO
Whittier,15593,Rio Hondo College,19.8%,CA
Susanville,1610,Lassen Community College,19.5%,CA
Jacksonville,2871,Edward Waters College,19.7%,FL
Waco,6200,West Georgia Technical College,19.3%,GA
Norwalk,18656,Cerritos College,19.7%,CA
Forrest City,1056,East Arkansas Community College,19%,AR
Phoenix,3597,South Mountain Community College,19.1%,AZ
Traverse City,3296,Northwestern Michigan College,18.4%,MI
Danvers,4603,North Shore Community College,18.5%,MA
Roseville,135,National American University Roseville,18.6%,MN
Quincy,2722,Quincy College,18.7%,MA
Weatherford,5421,Weatherford College,15.4%,TX
Victoria,3210,Victoria College,15.4%,TX
Cisco,3105,Cisco College,15.3%,TX
Orange,2353,Lamar State College Orange,15.7%,TX
Gardner,3156,Mount Wachusett Community College,18.1%,MA
Moline,3736,Black Hawk College,23.9%,IL
Brooklyn,14277,CUNY New York City College of Technology,15.2%,NY
Amarillo,9179,Amarillo College,15.5%,TX
Buffalo,749,Bryant and Stratton College Buffalo,15.8%,NY
Hawkins,721,Jarvis Christian College,15.7%,TX
Bronx,5441,CUNY Hostos Community College,15.8%,NY
Columbia,8080,Howard Community College,15.5%,MD
Crownpoint,1301,Navajo Technical College,15.6%,NM
Mays Landing,4373,Atlantic Cape Community College,16%,NJ
Concord,1692,Granite State College,15.5%,NH
Browning,297,Blackfeet Community College,15.4%,MT
Bedford,7134,Middlesex Community College,15.5%,MA
Brockton,5482,Massasoit Community College,15.5%,MA
Dalton,4525,Dalton State College,15.6%,GA
Chicago,4749,City Colleges of Chicago Harry S Truman College,15.3%,IL
Chicago,4545,City Colleges of Chicago Richard J Daley College,15.8%,IL
Overland Park,16643,Johnson County Community College,15.3%,KS
Kaneohe,2386,Windward Community College,15.2%,HI
Griffin,4996,Southern Crescent Technical College,15.2%,GA
Chicago,88,Telshe Yeshiva Chicago,15.2%,IL
Thomasville,1388,Thomas University,23.3%,GA
Marysville,5243,Yuba College,23.2%,CA
Marietta,2787,Life University,23.3%,GA
Oxnard,6438,Oxnard College,23.6%,CA
Colorado Springs,11845,Pikes Peak Community College,15.1%,CO
Los Angeles,9822,Los Angeles Trade Technical College,23.3%,CA
San Jose,7326,San Jose City College,23.9%,CA
El Cajon,7809,Cuyamaca College,23.2%,CA
Long Beach,21500,Long Beach City College,23.5%,CA
Melbourne,1007,Ozarka College,23.7%,AR
El Cajon,13023,Grossmont College,23.5%,CA
Helena,1289,Phillips Community College of the University of Arkansas,23.2%,AR
Malvern,1597,College of the Ouachitas,23.8%,AR
Hot Springs,1919,National Park Community College,23.9%,AR
Gulfport,10,Miller Motte Technical College Gulfport,22.4%,MS
Memphis,613,Le Moyne Owen College,15.7%,TN
Selma,30,Selma University,23.1%,AL
Andalusia,1816,Lurleen B Wallace Community College,23.1%,AL
Wauwatosa,1229,Bryant and Stratton College Wauwatosa,22.8%,WI
Sumter,1419,University of South Carolina Sumter,15.2%,SC
Titusville,33,University of Pittsburgh Titusville,15.2%,PA
Wentworth,1867,Rockingham Community College,15.7%,NC
Saint Clairsville,803,Belmont Technical College,15.8%,OH
Fort Totten,248,Cankdeska Cikana Community College,15.5%,ND
Mansfield,2582,North Central State College,15.5%,OH
Portland,21029,Portland Community College,15%,OR
Raleigh,21299,Wake Technical Community College,15.1%,NC
Kinston,2348,Lenoir Community College,15%,NC
Porterville,3623,Porterville College,25.6%,CA
North East,1783,Cecil College,16.8%,MD
Morehead City,1535,Carteret Community College,15.5%,NC
Cuthbert,272,Andrew College,16.1%,GA
South Portland,5435,Southern Maine Community College,16.3%,ME
Des Plaines,7433,Oakton Community College,16.9%,IL
Dublin,1016,Bladen Community College,15.3%,NC
Honolulu,3210,Honolulu Community College,16.5%,HI
Victorville,9967,Victor Valley College,16.3%,CA
Middletown,1988,Middlesex Community College,16.5%,CT
Redwood City,4845,Canada College,16%,CA
Kingman,3793,Mohave Community College,16%,AZ
El Dorado,1132,South Arkansas Community College,16.2%,AR
Paragould,197,Crowley's Ridge College,16.8%,AR
Yuma,8081,Arizona Western College,16.4%,AZ
Salem,991,Salem International University,15.8%,WV
Winnebago,165,Little Priest Tribal College,15.2%,NE
Chester,8558,John Tyler Community College,15.3%,VA
Charlotte,136,New Life Theological Seminary,15.6%,NC
Schnecksville,6324,Lehigh Carbon Community College,16.4%,PA
Wadley,4069,Southern Union State Community College,15.6%,AL
Media,8706,Delaware County Community College,16.1%,PA
Warren,2068,Kent State University at Trumbull,16.4%,OH
Toledo,106,Davis College,16.3%,OH
Wilson,1709,Wilson Community College,16.2%,NC
Clinton,1556,Sampson Community College,16.9%,NC
Hickory,4168,Catawba Valley Community College,16.3%,NC
Asheboro,2289,Randolph Community College,16.4%,NC
Shelby,2425,Cleveland Community College,16.8%,NC
Morristown,228,Rabbinical College of America,16%,NJ
Brooklyn,394,Talmudical Seminary Oholei Torah,16.4%,NY
Great Falls,1185,Great Falls College MSU,16.6%,MT
Lees Summit,13874,Metropolitan Community College Longview,17%,MO
Raymond,10802,Hinds Community College,16.4%,MS
La Plata,5660,College of Southern Maryland,16.9%,MD
Los Angeles,12747,Los Angeles City College,17.8%,CA
Fresno,20435,Fresno City College,17.2%,CA
Rockville,17284,Montgomery College,16.1%,MD
Ann Arbor,10884,Washtenaw Community College,16.2%,MI
Worcester,6916,Quinsigamond Community College,16.3%,MA
Alexander City,1578,Central Alabama Community College,17.2%,AL
Beaumont,4487,Lamar Institute of Technology,16.2%,TX
Falls Church,1397,Stratford University,16.6%,VA
Scottsdale,7320,Scottsdale Community College,17.5%,AZ
Little Rock,414,Arkansas Baptist College,17.7%,AR
Coolidge,4841,Central Arizona College,17.6%,AZ
Dothan,3899,George C Wallace State Community College Dothan,17.2%,AL
Hampton,5832,Thomas Nelson Community College,16.3%,VA
Wharton,5479,Wharton County Junior College,16.3%,TX
Montpelier,5541,Community College of Vermont,16.2%,VT
Houston,15077,University of Houston Downtown,16.2%,TX
Lake Jackson,3916,Brazosport College,16.2%,TX
Pasadena,31577,San Jacinto Community College,16.9%,TX
Corsicana,6565,Navarro College,16.4%,TX
Greenwood,4491,Piedmont Technical College,16.9%,SC
Knoxville,8835,Pellissippi State Community College,16.1%,TN
Butte,656,Montana Tech College of Technology,18%,MT
Manchester,2133,Manchester Community College,17.6%,NH
Las Vegas,2645,New Mexico Highlands University,17.5%,NM
West Barnstable,2510,Cape Cod Community College,17.8%,MA
Muskegon,3699,Muskegon Community College,17.5%,MI
Pittsfield,1453,Berkshire Community College,17.7%,MA
Baltimore,2101,Coppin State University,17.6%,MD
Wye Mills,1738,Chesapeake College,17%,MD
Glen Ellyn,20849,College of DuPage,17.7%,IL
Donaldson,344,Ancilla College,17%,IN
Champaign,5394,Parkland College,17.5%,IL
Lexington,9750,Bluegrass Community and Technical College,17.4%,KY
Mount Vernon,893,Brewton Parker College,17.5%,GA
Culver City,9481,West Los Angeles College,17.9%,CA
Manchester,4494,Manchester Community College,17.1%,CT
Danielson,1118,Quinebaug Valley Community College,17.6%,CT
Sylmar,8840,Los Angeles Mission College,17.5%,CA
Joshua Tree,1353,Copper Mountain Community College,17.1%,CA
Houston,7524,Texas Southern University,17.2%,TX
Huntington,151,Huntington Junior College,17.7%,WV
Texas City,4133,College of the Mainland,17.6%,TX
San Antonio,10559,Palo Alto College,17.7%,TX
Tyler,11913,Tyler Junior College,17.8%,TX
Levelland,8930,South Plains College,17.8%,TX
Beeville,3927,Coastal Bend College,17.6%,TX
Rapid City,1204,National American University Rapid City,17.5%,SD
Gallatin,7417,Volunteer State Community College,17.6%,TN
Ontario,1417,Treasure Valley Community College,17.5%,OR
Bryn Mawr,996,Harcum College,17%,PA
Conway,6416,Horry Georgetown Technical College,17.1%,SC
New York,19336,CUNY Borough of Manhattan Community College,17.1%,NY
Schenectady,3705,Schenectady County Community College,17%,NY
Pendleton,1224,Blue Mountain Community College,17.9%,OR
Mount Kisco,204,Yeshiva of Nitra Rabbinical College,17.9%,NY
Arnold,10630,Anne Arundel Community College,18.1%,MD
Espanola,1136,Northern New Mexico College,17.2%,NM
Honolulu,6100,Kapiolani Community College,17.8%,HI
Berkeley,5534,Berkeley City College,18.7%,CA
Denver,123,College America Denver,18.1%,CO
San Bruno,7776,Skyline College,18.7%,CA
Southington,465,Lincoln College of New England Southington,18.4%,CT
San Mateo,6894,College of San Mateo,19%,CA
Alameda,4983,College of Alameda,18.9%,CA
Columbia,1,University of Phoenix Maryland Campus,17%,MD
Selma,1627,George C Wallace State Community College Selma,18.8%,AL
McAllen,28962,South Texas College,17.6%,TX
Jasper,3371,Bevill State Community College,18.4%,AL
Oakland,628,SUM Bible College and Theological Seminary,18.7%,CA
Tigard,19,University of Phoenix Oregon Campus,17%,OR
Pine Bluff,997,Southeast Arkansas College,18.2%,AR
Tukwila,11,University of Phoenix Western Washington Campus,18.2%,WA
Tifton,3814,Abraham Baldwin Agricultural College,17%,GA
The Dalles,644,Columbia Gorge Community College,18.9%,OR
Monsey,77,Yeshiva D'monsey Rabbinical College,18.5%,NY
Sorrento,2401,River Parishes Community College,18.8%,LA
Phoenix,5965,Paradise Valley Community College,18.9%,AZ
Cottleville,5705,St Charles Community College,18.1%,MO
Brooklyn,672,Central Yeshiva Tomchei Tmimim Lubavitz,19.4%,NY
Helena,1468,University of Montana Helena College of Technology,19.5%,MT
Carson City,3528,Western Nevada College,19.3%,NV
Poplar Bluff,2689,Three Rivers Community College,19.1%,MO
Saint Paul,5083,Saint Paul College A Community and Technical College,19.8%,MN
Inver Grove Heights,3729,Inver Hills Community College,20%,MN
Coon Rapids,7951,Anoka Ramsey Community College,19.7%,MN
Port Huron,3231,St Clair County Community College,19%,MI
Elizabeth City,2355,College of the Albemarle,19.4%,NC
Roscommon,1458,Kirtland Community College,19%,MI
Madisonville,253,Hiwassee College,18.6%,TN
Livonia,8330,Schoolcraft College,19.1%,MI
Haverhill,4770,Northern Essex Community College,19.3%,MA
Lancaster,1809,University of South Carolina Lancaster,18.8%,SC
Blue Bell,8996,Montgomery County Community College Central Campus,18.3%,PA
Nanticoke,4187,Luzerne County Community College,19%,PA
Albany,4190,Linn Benton Community College,18%,OR
Goldsboro,2815,Wayne Community College,18.3%,NC
Salem,1566,Kent State University at Salem,18%,OH
Piqua,4435,Edison State Community College,18.1%,OH
Dunn,30,Heritage Bible College,18.4%,NC
Long Island City,14919,CUNY LaGuardia Community College,18%,NY
Union,2657,East Central College,18%,MO
Fall River,5977,Bristol Community College,20%,MA
Toppenish,898,Heritage University,18.4%,WA
Twin Falls,7927,College of Southern Idaho,19.1%,ID
Council Bluffs,5684,Iowa Western Community College,19.5%,IA
Augusta,251,Paine College,20%,GA
Atlanta,608,Herzing University Atlanta,19.4%,GA
Marshall,665,Wiley College,19.4%,TX
Midland,5016,Midland College,19.6%,TX
Waco,7337,McLennan Community College,19.8%,TX
Kilgore,5120,Kilgore College,19.8%,TX
Big Spring,4050,Howard College,19.5%,TX
Morristown,5379,Walters State Community College,19.7%,TN
Denison,4410,Grayson County College,19.4%,TX
Mission,781,Sinte Gleska University,19.8%,SD
Columbia,5383,Columbia State Community College,19.7%,TN
Pendleton,5617,Tri County Technical College,19.9%,SC
Roseburg,1943,Umpqua Community College,19.5%,OR
Bethlehem,7843,Northampton County Area Community College,19.2%,PA
Goodwell,1294,Oklahoma Panhandle State University,19.3%,OK
Lima,3402,James A Rhodes State College,19.6%,OH
Nelsonville,2353,Hocking College,19.2%,OH
Belcourt,472,Turtle Mountain Community College,19.7%,ND
Marshalltown,1754,Marshalltown Community College,20.5%,IA
Clyde,1318,Haywood Community College,19.8%,NC
Cicero,3850,Morton College,20.5%,IL
Roxboro,1187,Piedmont Community College,19.9%,NC
Grayslake,12117,College of Lake County,20.9%,IL
Pueblo,5938,Pueblo Community College,20.8%,CO
Coeur d'Alene,4579,North Idaho College,20.9%,ID
Merced,9282,Merced College,20.4%,CA
Redding,7075,Shasta College,20.7%,CA
Fountain Valley,6792,Coastline Community College,20.7%,CA
Fairfield,1520,Miles College,20.2%,AL
Juneau,1997,University of Alaska Southeast,20.2%,AK
Klamath Falls,1245,Klamath Community College,19.3%,OR
Cheyenne,45,College America Cheyenne,19.9%,WY
Albuquerque,13,University of Phoenix Albuquerque Campus,19.6%,NM
Franklin,1239,Paul D Camp Community College,19.5%,VA
Dublin,3903,New River Community College,19.8%,VA
Montgomery,1619,West Virginia University Institute of Technology,19.3%,WV
Las Vegas,821,Luna Community College,19.1%,NM
Keyser,1174,Potomac State College of West Virginia University,19.3%,WV
Middletown,5047,Orange County Community College,20.6%,NY
Bayside,10989,CUNY Queensborough Community College,20%,NY
Syracuse,7687,Onondaga Community College,20.7%,NY
New York,67,Mesivtha Tifereth Jerusalem of America,20.8%,NY
Silver City,3013,Western New Mexico University,20.7%,NM
Crow Agency,270,Little Big Horn College,20.8%,MT
Queensbury,2683,Adirondack Community College,20.6%,NY
Santa Fe,161,Santa Fe University of Art and Design,20.9%,NM
West Plains,1960,Missouri State University West Plains,20.2%,MO
Kansas City,3514,Midwestern Baptist Theological Seminary,20.5%,MO
Senatobia,6841,Northwest Mississippi Community College,20.6%,MS
Bloomington,8842,Normandale Community College,20.6%,MN
Springfield,4020,Springfield Technical Community College,20.6%,MA
Escanaba,1958,Bay de Noc Community College,20.5%,MI
Holyoke,3738,Holyoke Community College,20.4%,MA
Washington,3230,Warren County Community College,20.9%,NJ
Texarkana,3575,Texarkana College,20.7%,TX
Jacksonville,477,Jacksonville College Main Campus,20.3%,TX
Athens,5461,Trinity Valley Community College,20.8%,TX
S Portland,503,Purdue Global Maine Campus,20.4%,ME
Ashland,2479,Ashland Community and Technical College,20.5%,KY
Frankfort,2279,Kentucky State University,20.9%,KY
New Philadelphia,1986,Kent State University at Tuscarawas,20.7%,OH
Bend,3735,Central Oregon Community College,20.8%,OR
Oregon City,5206,Clackamas Community College,20.4%,OR
Monaca,1735,Community College of Beaver County,20.4%,PA
Cincinnati,249,Brown Mackie College Cincinnati,20.8%,OH
Cheyney,642,Cheyney University of Pennsylvania,20.9%,PA
Middletown,1492,Miami University Middletown,20.6%,OH
Parma,619,Bryant and Stratton College Parma,20.3%,OH
Wilberforce,6044,Central State University,20.5%,OH
Morganton,1670,Western Piedmont Community College,20%,NC
Jacksonville,3571,Coastal Carolina Community College,21%,NC
Wilmington,13059,Cape Fear Community College,20.9%,NC
Murphy,962,Tri County Community College,20.6%,NC
Weldon,943,Halifax Community College,20%,NC
Glendale,11398,Glendale Community College,21.4%,CA
San Pablo,5631,Contra Costa College,21.9%,CA
Sonora,2063,Columbia College,21.4%,CA
Bakersfield,24479,Bakersfield College,21.7%,CA
Douglas,3473,Cochise College,21.9%,AZ
Pocahontas,1380,Black River Technical College,21.7%,AR
Altus,1314,Western Oklahoma State College,21.8%,OK
Wilburton,1334,Eastern Oklahoma State College,21.9%,OK
Marietta,1842,Washington State Community College,21.3%,OH
Hillsboro,1933,Southern State Community College,21.8%,OH
Wickliffe,72,Rabbinical College Telshe,21.1%,OH
Blue Ash,6133,University of Cincinnati Raymond Walters College,21.2%,OH
Steubenville,45173,Eastern Gateway Community College,21.5%,OH
Ironton,2451,Ohio University Southern Campus,21.2%,OH
New York,446,Globe Institute of Technology,21.9%,NY
Statesville,3289,Mitchell Community College,21.2%,NC
Saratoga Springs,9462,SUNY Empire State College,21.5%,NY
Louisburg,501,Louisburg College,21.6%,NC
Albany,792,Maria College of Albany,21.6%,NY
New York,1400,TCI College,21.9%,NY
Paramus,10800,Bergen Community College,19.7%,NJ
Garden City,12628,Nassau Community College,21.9%,NY
Sidney,1507,Montcalm Community College,21.7%,MI
Detroit,355,Marygrove College,21.8%,MI
Rochester,4658,Rochester Community and Technical College,21%,MN
Pemberton,6273,Burlington County College,21.4%,NJ
Hopkinsville,2036,Hopkinsville Community College,21.5%,KY
McHenry,578,Garrett College,21.1%,MD
Kansas City,4877,Kansas City Kansas Community College,21.9%,KS
Cumberland,2421,Allegany College of Maryland,21.4%,MD
Harrison,1792,North Arkansas College,22.9%,AR
Ankeny,20536,Des Moines Area Community College,21.3%,IA
Iowa Falls,714,Ellsworth Community College,21.9%,IA
Prescott,7550,Yavapai College,22.6%,AZ
El Reno,1731,Redlands Community College,22.9%,OK
Lawton,3470,Cameron University,22.6%,OK
Akron,152,Brown Mackie College Akron,22.8%,OH
Albemarle,2456,Stanly Community College,22.7%,NC
Archbold,2777,Northwest State Community College,22.5%,OH
New Town,187,Fort Berthold Community College,22.7%,ND
